"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1991","1991",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1992","1992",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1993","1993",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1994","1994",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1995","1995",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1996","1996",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1997","1997",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1998","1998",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","1999","1999",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2000","2000",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2001","2001",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2002","2002",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2003","2003",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2004","2004",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2005","2005",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2006","2006",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2007","2007",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2008","2008",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2009","2009",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2010","2010",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2011","2011",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2012","2012",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2013","2013",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2014","2014",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2015","2015",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2016","2016",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2017","2017",0,,
"4100","4100 Recurrent taxes on immovable property","FED","Federal or Central government","2018","2018",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1990","1990",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1991","1991",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1992","1992",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1993","1993",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1994","1994",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1995","1995",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1996","1996",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1997","1997",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1998","1998",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1999","1999",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2000","2000",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2001","2001",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2002","2002",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2003","2003",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2004","2004",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2005","2005",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2006","2006",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2007","2007",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2008","2008",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2009","2009",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2010","2010",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2011","2011",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2012","2012",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2013","2013",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2014","2014",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2015","2015",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2016","2016",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2017","2017",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2018","2018",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1990","1990",90.237,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1991","1991",78.468,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1992","1992",94.525,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1993","1993",139.89,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1994","1994",234.268,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1995","1995",221.689,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1996","1996",234.342,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1997","1997",303.503,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1998","1998",270.275,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1999","1999",287.4,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2000","2000",436.402,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2001","2001",517.787,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2002","2002",489.459,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2003","2003",411.262,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2004","2004",501.579,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2005","2005",625.997,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2006","2006",774.053,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2007","2007",761.343,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2008","2008",782.515,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2009","2009",888.138,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2010","2010",854.861,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2011","2011",1065.248,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2012","2012",886.671,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2013","2013",1266.404,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2014","2014",1519.333,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2015","2015",2064.978,,
